"practice_code","practice_name","postcode","subicb_code","imd_score","imd_decile"
"J82213","BROOK HOUSE SURGERY","SO16 4NZ","D9Y0V",33.32252721202,2
"J82214","WHITCHURCH SURGERY","RG28 7AE","D9Y0V",9.46567773355677,10
"J82215","SOLENT VIEW MEDICAL PRACTICE","PO13 9JG","D9Y0V",10.0372212793211,10
"J82216","BROOK LANE SURGERY","SO31 7DQ","D9Y0V",7.5747822258459,10
"J82217","HOMELESS HEALTHCARE TEAM","SO14 0LT","D9Y0V",33.7066485900217,2
"J82218","CHINEHAM MEDICAL PRACTICE","RG24 8ND","D9Y0V",9.35468041817954,10
"J82220",NA,"Unknown","UNK",9.14322778126964,10
"J82605","WALNUT TREE SURGERY","SO15 2HQ","D9Y0V",19.2356306098964,6
"J82622","LIVING WELL PARTNERSHIP","SO19 9GH","D9Y0V",21.8368921693122,5
"J82625","BOUNDARIES SURGERY","GU34 5HG","D9Y0V",8.59633542101601,10
"J82628","CRONDALL NEW SURGERY","GU10 5RF","D4U1Y",5.65465833181237,10
"J82630","NORTH CAMP SURGERY","GU14 6DH","D4U1Y",12.8230072676934,9
"J82633","RIVERSIDE PARTNERSHIP","GU33 7AD","D9Y0V",12.4436976744186,9
"J82639","WATERSHIP DOWN HEALTH","RG20 5QX","D9Y0V",8.60290383480826,10
"J82640","HORNDEAN SURGERY","PO8 0BN","D9Y0V",8.96482266578687,10
"J82646","PARK LANE MEDICAL CENTRE","PO9 3HN","D9Y0V",34.248034965035,2
"J82663","HIGHFIELD HEALTH","SO17 1PJ","D9Y0V",17.0648439953232,7
"J82669","ROWNER HEALTH CENTRE","PO13 9SP","D9Y0V",25.7096352886079,4
"J83001","MERCHISTON SURGERY","SN3 4BF","92G",14.7184529969815,8
"J83002","WESTROP MEDICAL PRACTICE","SN6 7DN","92G",10.4142672100229,9
"J83003","HARCOURT MEDICAL CENTRE","SP2 7TD","92G",14.5762064602326,8
"J83004","WHITEPARISH SURGERY","SP5 2SU","92G",9.56338300043738,10
"J83005","BARCROFT MEDICAL CENTRE","SP4 7DL","92G",11.9278048933501,9
"J83006","PURTON SURGERY","SN5 4BD","92G",11.924036488536,9
"J83007","HATHAWAY SURGERY","SN14 6GT","92G",12.9528393015873,8
"J83008","LOVEMEAD GROUP PRACTICE","BA14 7EH","92G",16.8106339827868,7
"J83009","RIDGEWAY VIEW FAMILY PRACTICE","SN4 9LW","92G",11.9043144556138,9
"J83010","PORCH SURGERY","SN13 9DL","92G",13.1827112912965,8
"J83011","GIFFORDS PRIMARY CARE CTR","SN12 7EA","92G",16.0792328150285,7
"J83013","BOX SURGERY","SN13 8NA","92G",10.4964424131627,9
"J83014","CASTLE PRACTICE","SP11 9RA","92G",14.8065007073045,8
"J83016","TROWBRIDGE HEALTH CENTRE","BA14 8QA","92G",17.2118764138019,7
"J83018","AVENUE SURGERY","BA12 9AA","92G",14.7233941816204,8
"J83019","THE ORCHARD PARTNERSHIP","SP2 0JU","92G",14.9417581175677,8
"J83021","SALISBURY MEDICAL PRACTICE","SP2 7FD","92G",16.0428045490391,7
"J83022","OLD TOWN SURGERY","SN1 4GB","92G",12.6866997677762,9
"J83023","AVON VALLEY PRACTICE","SN9 6DZ","92G",11.5932557851751,9
"J83024","PRIORY ROAD MEDICAL CENTRE","SN3 2EZ","92G",34.0000211178698,2
"J83026","THREE CHEQUERS MEDICAL PRACTICE","SP1 3UH","92G",13.6048124267782,8
"J83027","HAWTHORN MEDICAL CENTRE","SN2 1UU","92G",28.6972235558309,3
"J83029","TINKERS LANE SURGERY","SN4 7AT","92G",12.64019744691,9
"J83030","BRADFORD-ON-AVON AND MELKSHAM HEALTH","BA15 1DQ","92G",10.2787328726555,9
"J83031","MOREDON MEDICAL CENTRE","SN2 2JG","92G",22.9995708568161,5
"J83033","WHALEBRIDGE PRACTICE","SN1 2DQ","92G",23.2770653833107,5
"J83034","LANSDOWNE SURGERY","SN10 2BU","92G",15.373828886716,7
"J83035","ABBEY MEADS MEDICAL PRACT","SN25 4YZ","92G",23.8809957872853,5
"J83036","ASHINGTON HOUSE SURGERY","SN5 7XY","92G",16.1873314553094,7
"J83037","KENNET AND AVON MEDICAL PARTNERSHIP","SN8 4BY","92G",12.432298433776,9
"J83038","KINGSWOOD SURGERY","SN3 2RJ","92G",34.3060031469826,2
"J83039","NORTHLANDS SURGERY","SN11 0HH","92G",15.5558384977287,7
"J83040","WESTBURY GROUP PRACTICE","BA13 3FQ","92G",15.0751218226242,8
"J83041","MALMESBURY MEDICAL PARTNERSHIP","SN16 0FB","92G",9.97405322316058,10
"J83042","ROWDEN SURGERY","SN15 2SB","92G",13.2210267086541,8
"J83043","DOWNTON SURGERY","SP5 3JP","92G",8.85607629074127,10
"J83045","RAMSBURY SURGERY","SN8 2QT","92G",8.01492690089145,10
"J83046","SPA MEDICAL CENTRE","SN12 6UN","92G",15.5385589024754,7
"J83047","ELDENE SURGERY","SN3 3TQ","92G",20.2417356667921,6
"J83048","ST MELOR HOUSE SURGERY","SP4 7LT","92G",12.5901901820003,9
"J83049","SOUTHBROOM SURGERY","SN10 1LQ","92G",15.2389096978802,8
"J83050","PATFORD HOUSE PARTNERSHIP","SN11 0EF","92G",13.1042376871002,8
"J83052","SARUM HEALTH GROUP","SP1 3SL","92G",13.4133578393881,8
"J83053","ST. JAMES SURGERY","SN10 1QU","92G",15.5297992092629,7
"J83055","NEW COURT SURGERY","SN4 7AX","92G",11.6708782514094,9
"J83056","MARKET LAVINGTON SURGERY","SN10 4AQ","92G",11.049817612252,9
"J83057","NORTH SWINDON PRACTICE","SN25 1QQ","92G",13.5575904226374,8
"J83058","TISBURY SURGERY","SP3 6LF","92G",16.2274933920705,7
"J83059","THE LAWN MEDICAL CENTRE","SN3 1JL","92G",14.0345875439234,8
"J83060","MERE SURGERY","BA12 6DT","92G",14.5978160699062,8
"J83064","RIDGE GREEN MEDICAL PRACTICE","SN5 5PX","92G",12.5075746215494,9
"J83601","BURBAGE SURGERY","SN8 3TA","92G",11.2963130227001,9
"J83603","JUBILEE FIELD SURGERY","SN14 7EJ","92G",11.8283086685309,9
"J83609","CRICKLADE SURGERY","SN6 6AE","92G",10.2093859483302,9
"J83615","OLD SCHOOL HOUSE SURGERY","SN8 3PF","92G",12.1262822831308,9
"J83618","TOLSEY SURGERY","SN16 0LH","92G",10.4203950581395,9
"J83619","COURTYARD SURGERY","SN10 4JB","92G",11.7557641843972,9
"J83625","LODGE SURGERY","SN15 3SY","92G",9.87929900209437,10
"J83629","SILTON SURGERY","SP8 5DF","92G",15.2506565464896,8
"J83630","HINDON SURGERY","SP3 6DJ","92G",18.1279539815926,7
"J83633","VICTORIA CROSS SURGERY","SN1 3BU","92G",17.1328552295918,7
"J83645","PHOENIX SURGERY","SN5 8SX","92G",21.8280868885414,5
"J83646","PARK LANE PRACTICE","SN1 5HG","92G",20.1966496924617,6
"J84003","VENTNOR MEDICAL PRACTICE","PO38 1EZ","D9Y0V",28.4095008785288,4
"J84004","EAST COWES MEDICAL CENTRE","PO32 6RP","D9Y0V",24.0862793489553,5
"J84005","ESPLANADE SURGERY","PO33 2EH","D9Y0V",26.3430939495616,4
"J84007","ST. HELENS MEDICAL CENTRE","PO33 1UG","D9Y0V",13.6649693216189,8
"J84008","ARGYLL HOUSE","PO33 2QG","D9Y0V",25.430206804891,4
"J84011","NEWPORT HEALTH CENTRE","PO30 1NR","D9Y0V",26.3951110552343,4
"J84012","TOWER HOUSE SURGERY","PO33 1LP","D9Y0V",26.6916628638292,4
"J84013","THE BAY MEDICAL PRACTICE","PO36 9GA","D9Y0V",25.4483263789759,4
"J84015","COWES MEDICAL CENTRE","PO31 7ER","D9Y0V",15.5995449742352,7
"J84016","SOUTH WIGHT MEDICAL PRACTICE","PO38 2BN","D9Y0V",21.0030344003822,6
"J84017","MEDINA HEALTHCARE","PO30 1PR","D9Y0V",23.4940436581383,5
"J84019","WIGHT PRIMARY PARTNERSHIPS LTD","PO40 9DT","D9Y0V",20.4898590391909,6
"K81001","THE WATERFIELD PRACTICE","RG12 9LH","D4U1Y",11.6434728973194,9
"K81002","EASTFIELD HOUSE SURGERY","RG14 7LW","15A",11.8428623433319,9
"K81003","SWALLOWFIELD MEDICAL PRACTICE","RG7 1QY","15A",7.76124960264901,10
"K81004","TILEHURST SURGERY PARTNERSHIP","RG30 6BW","15A",15.9537159036638,7
"K81005","WEXHAM ROAD SURGERY","SL2 5JP","D4U1Y",23.5007141556668,5
"K81006","THE SANDHURST GROUP PRACTICE","GU47 0UB","D4U1Y",6.74312175479496,10
"K81007","LONDON STREET SURGERY","RG1 4SJ","15A",21.30871042814,6
"K81010","KINGS CORNER SURGERY","SL5 0AE","D4U1Y",4.3497585931255,10
"K81012","THE BOAT HOUSE SURGERY","RG8 7DP","15A",7.00805484384158,10
"K81014","BALMORE PARK SURGERY","RG4 7SS","15A",9.47241184420098,10
"K81015","WOODLANDS PARK SURGERY","SL6 3NW","D4U1Y",9.8406336689038,10
"K81017","FALKLAND SURGERY","RG14 7DF","15A",10.4769887892377,9
"K81018","LINDEN MEDICAL CENTRE","SL6 6JJ","D4U1Y",7.59131011673152,10
"K81019","ROSS ROAD MEDICAL CENTRE","SL6 2SR","D4U1Y",12.0919479491485,9
"K81020","CLAREMONT HOLYPORT SURGERY","SL6 8AN","D4U1Y",9.08073538589557,10
"K81021","DATCHET HEALTH CENTRE","SL3 9EX","D4U1Y",13.2142208855142,8
"K81022","WOKINGHAM MEDICAL CENTRE","RG40 1XS","15A",5.87277895174709,10
"K81024","LANGLEY HEALTH CENTRE","SL3 8LE","D4U1Y",20.9472455316057,6
"K81025","FINCHAMPSTEAD PRACTICE","RG40 3RG","15A",5.75700665856059,10
"K81026","CHATHAM STREET SURGERY","RG1 7JE","15A",23.4860202906499,5
"K81027","MORTIMER SURGERY","RG7 3SQ","15A",9.74381688993483,10
"K81028","MAGNOLIA HOUSE SURGERY","SL5 0QJ","D4U1Y",4.10937309534175,10
"K81030","RINGMEAD MEDICAL PRACTICE","RG12 7WW","D4U1Y",11.5710320315727,9
"K81034","CROSBY HOUSE SURGERY","SL1 3NY","D4U1Y",25.5242784144765,4
"K81036","THE CEDARS SURGERY","SL6 8AJ","D4U1Y",10.8313822128595,9
"K81039","THE AVENUE MEDICAL CENTRE","SL2 2DG","D4U1Y",28.8060189010396,3
"K81040","MILMAN & KENNET SURGERY","RG2 0AR","15A",23.7664995070006,5
"K81041","EMMER GREEN SURGERY","RG4 8RA","15A",8.22220629458666,10
"K81042","COOKHAM MEDICAL CENTRE","SL6 9HX","D4U1Y",6.06977980830671,10
"K81043","HERSCHEL MEDICAL CENTRE","SL1 1TT","D4U1Y",23.6416609636432,5
"K81045","PARKSIDE PRACTICE","RG6 1JS","15A",8.36136929385515,10
"K81046","LEE HOUSE SURGERY","SL4 3EW","D4U1Y",8.01067398463227,10
"K81047","BROOKSIDE GROUP PRACTICE","RG6 7HG","15A",4.94961508349794,10
"K81048","LONG BARN LANE SURGERY","RG2 7SZ","15A",28.8007156808803,3
"K81050","THE DOWNLAND PRACTICE","RG20 8UY","15A",10.3474900834605,9
"K81051","WOODLEY PRACTICE","RG5 4JA","15A",7.93635906871949,10
"K81052","LAMBOURN SURGERY","RG17 8PS","15A",13.9176201514449,8
"K81055","WARGRAVE PRACTICE","RG10 8BP","15A",6.5985407623081,10
"K81056","WESTWOOD ROAD SURGERY","RG31 5PR","15A",14.6996130490956,8
"K81057","HUNGERFORD SURGERY","RG17 0HY","15A",11.0689743485342,9
"K81059",NA,"Unknown","UNK",8.61470324165029,10
"K81060","BINFIELD SURGERY","RG42 5JG","D4U1Y",6.89814162436548,10
"K81062","WESTERN ELMS & CIRCUIT LANE SURGERIES","RG30 1AT","15A",21.9194955447696,5
"K81063","STRAWBERRY HILL MEDICAL CENTRE","RG14 1JU","15A",12.2021588797877,9
"K81066","THE SYMONS MEDICAL CENTRE","SL6 6EL","D4U1Y",7.41576973001038,10
"K81068","SHEET STREET SURGERY","SL4 1BZ","D4U1Y",7.72346870358583,10
"K81069","LODDON VALE PRACTICE","RG5 4UX","15A",5.29616947763742,10
"K81070","TWYFORD SURGERY","RG10 9JA","15A",4.72313687549564,10
"K81073","THATCHAM HEALTH CENTRE","RG18 3HD","15A",9.60122449633944,10
"K81074","CLARENCE MEDICAL CENTRE","SL4 5AS","D4U1Y",7.68375152687912,10
"K81075","FARNHAM ROAD PRACTICE","SL2 1HD","D4U1Y",23.4374341835352,5
"K81076","GREEN MEADOWS SURGERY","SL5 7GB","D4U1Y",5.48101497779155,10
"K81077","THEALE MEDICAL CENTRE","RG7 5AS","15A",11.5693395271824,9
"K81078","GROVELANDS MEDICAL CENTRE","RG30 1HG","15A",20.7570430784825,6
"K81080","NEW WOKINGHAM ROAD SURGERY","RG45 6JL","15A",6.3241278987222,10
"K81081","ABBEY MEDICAL CENTRE","RG1 7XD","15A",23.0837525684931,5
"K81082","THE VILLAGE MEDICAL CENTRE","SL1 5ND","D4U1Y",18.7463860032805,6
"K81083","BHARANI MEDICAL CENTRE","SL1 6BB","D4U1Y",23.0609599134823,5
"K81084","ROSEMEAD SURGERY","SL6 8DS","D4U1Y",7.10222338495884,10
"K81085","SHREEJI MEDICAL CENTRE","SL1 3DQ","D4U1Y",23.0146048808012,5
"K81086","MANOR PARK MEDICAL CENTRE","SL1 3XU","D4U1Y",23.9892406466513,5
"K81087","EASTHAMPSTEAD SURGERY","RG12 7BB","D4U1Y",14.5113319899244,8
"K81089","RAGSTONE ROAD SURGERY","SL1 2PX","D4U1Y",25.7496431470496,4
"K81092","WOOSEHILL PRACTICE","RG41 3DR","15A",3.86474940384346,10
"K81094","GREAT HOLLANDS PRACTICE","RG12 8WY","D4U1Y",14.3303946177661,8
"K81097","REDWOOD HOUSE SURGERY","SL6 3PH","D4U1Y",8.05943912821386,10
"K81100","PEMBROKE SURGERY","RG1 5PG","15A",14.8303207768291,8
"K81102","BURDWOOD SURGERY","RG19 4YF","15A",7.70182139047804,10
"K81103","CHAPEL ROW SURGERY","RG7 6NS","15A",10.1157826855124,9
"K81605","UNIVERSITY MEDICAL GROUP","RG2 7HE","15A",16.2404613560625,7
"K81607","CORDWALLIS ROAD SURGERY","SL6 7DQ","D4U1Y",11.8140494394941,9
"K81608","DR NABI","SL1 5PP","D4U1Y",22.3683190243902,5
"K81610","FOREST HEALTH GROUP","RG12 9PG","D4U1Y",13.299001142966,8
"K81616","KUMAR MEDICAL CENTRE","SL2 5JE","D4U1Y",22.4399849121467,5
"K81622",NA,"Unknown","UNK",7.74190571532581,10
"K81630","SOUTH MEADOW SURGERY","SL4 6AP","D4U1Y",11.0322629502081,9
"K81633","SOUTH READING & SHINFIELD GROUP MED PRAC","RG2 9EH","15A",18.6515208767232,6
"K81636","RUSSELL STREET SURGERY","RG1 7XG","15A",18.8141142454161,6
"K81638","BURMA HILL PRACTICE","RG40 1PH","15A",7.54655842812823,10
"K81644","TILEHURST VILLAGE SURGERY","RG31 5PP","15A",14.4696297891204,8
"K81645","240 WEXHAM ROAD","SL2 5JP","D4U1Y",23.5552272792124,5
"K81651","MELROSE SURGERY","RG1 5BS","15A",18.3189747904932,7
"K81655","ASCOT MEDICAL CENTRE","SL5 7GB","D4U1Y",6.40605235510419,10
"K81656","CROWN WOOD MEDICAL CENTRE","RG12 0TH","D4U1Y",11.8635464414958,9
"K81657","EVERGREEN PRACTICE","RG12 1LH","D4U1Y",16.6395950308306,7
"K82001","RECTORY MEADOW SURGERY","HP7 0HG","14Y",6.20446517857143,10
"K82003","WOLVERTON HEALTH CENTRE","MK12 5DF","M1J4Y",24.705003056006,4
"K82004","AMERSHAM HEALTH CENTRE","HP6 5AY","14Y",5.95250924918389,10
"K82006","IVER MEDICAL CENTRE","SL0 9NU","14Y",12.3974086851097,9
"K82007","THE SWAN PRACTICE","MK18 1NU","14Y",10.3132157941263,9
"K82008","THE HALL PRACTICE","SL9 9SA","14Y",6.04092481503699,10
"K82009","STONY MEDICAL CENTRE","MK11 1YA","M1J4Y",11.1709705855318,9
"K82010","TOWER HOUSE SURGERY","HP12 3AF","14Y",14.0212884778711,8
"K82011","MILLBARN MEDICAL CENTRE","HP9 1TX","14Y",6.09047591474683,10
"K82012","HIGHFIELD SURGERY","HP15 7UW","14Y",3.40096048410615,10
"K82013","THE RED HOUSE SURGERY","MK2 2EH","M1J4Y",19.1894923750566,6
"K82014","OAKFIELD SURGERY","HP20 1LJ","14Y",12.5344382363442,9
"K82015","PARKSIDE MEDICAL CENTRE","MK3 6EN","M1J4Y",18.6704640089627,6
"K82016","NEWPORT PAGNELL MED.CTR.","MK16 8QT","M1J4Y",10.637225054886,9
"K82017","DESBOROUGH SURGERY","HP11 2SD","14Y",11.3844834865244,9
"K82018",NA,"Unknown","UNK",19.6688511676758,6
"K82019","THE MANDEVILLE PRACTICE","HP21 8TR","14Y",17.6994730935818,7
"K82020","CHILTERN HOUSE MED CENTRE","HP13 5DN","14Y",12.3762453060601,9
"K82021","THE CROSS KEYS PRACTICE","HP27 0AX","14Y",7.69195398587286,10
"K82022","KINGSWOOD SURGERY","HP13 7UN","14Y",15.2751247213877,8
"K82023","THE DOCTORS HOUSE, MARLOW MEDICAL GROUP","SL7 1DN","14Y",7.94591826049015,10
"K82024","DR FIRTH AND PARTNERS","HP5 3EZ","14Y",11.6159799445471,9
"K82025","SOVEREIGN MEDICAL CENTRE","MK15 8AJ","M1J4Y",17.1353310846329,7
"K82026","WHADDON HEALTHCARE","MK3 7QU","M1J4Y",24.8334500023136,4
"K82027","PURBECK HEALTH CENTRE","MK14 6BL","M1J4Y",23.1965751124438,5
"K82028","HADDENHAM MEDICAL CENTRE","HP17 8JX","14Y",6.28997526619343,10
"K82029","CHERRYMEAD SURGERY","HP10 9XA","14Y",11.3448432630614,9
"K82030","WYE VALLEY SURGERY","HP11 2TT","14Y",16.2838044100802,7
"K82031","THREEWAYS SURGERY","SL2 4AZ","14Y",9.52358579023683,10
"K82032","OAKRIDGE PARK MEDICAL CENTRE","MK14 6GL","M1J4Y",20.6978353998502,6
"K82033","BURNHAM HEALTH CENTRE","SL1 7DE","14Y",14.2602507984866,8
"K82035","THE JOHN HAMPDEN SURGERY","HP16 9EU","14Y",4.85652260495156,10
"K82036","RIVERSIDE SURGERY","HP11 2RZ","14Y",15.6836268014412,7
"K82037","WATER MEADOW SURGERY","HP5 1ET","14Y",10.902057624461,9
"K82038","POPLAR GROVE PRACTICE","HP20 1XB","14Y",13.527666835071,8
"K82039","BEDFORD STREET SURGERY","MK2 2TX","M1J4Y",18.3899945596033,6
"K82040","WHITEHILL SURGERY","HP19 8EN","14Y",17.0763369376863,7
"K82044","CARRINGTON HOUSE SURGERY","HP13 6SL","14Y",13.6386686261496,8
"K82045","SOUTHMEAD SURGERY","SL2 3ER","14Y",8.61386730911786,10
"K82046","THE SIMPSON CENTRE","HP9 1PS","14Y",4.64245264900662,10
"K82047","UNITY HEALTH","HP27 9AX","14Y",7.6216006624295,10
"K82048","STOKENCHURCH MEDICAL CTRE","HP14 3SX","14Y",10.3150875200233,9
"K82049","HUGHENDEN VALLEY SURGERY","HP14 4LG","14Y",4.19246376811594,10
"K82051","THE MISBOURNE SURGERY","SL9 9RR","14Y",4.27098966820664,10
"K82053","PRIORY SURGERY","HP13 6SH","14Y",14.2539940204563,8
"K82054","ASHFIELD MEDICAL CENTRE","MK6 4NE","M1J4Y",38.9671868874298,2
"K82055","DENHAM MEDICAL CENTRE","UB9 5GA","14Y",12.4056674825833,9
"K82057","COBBS GARDEN SURGERY","MK46 5QG","M1J4Y",6.9149261560521,10
"K82058","GLADSTONE ROAD SURGERY","HP5 3EZ","14Y",11.7981132467532,9
"K82059","WESTFIELD ROAD SURGERY","MK2 2DJ","M1J4Y",27.1837434872324,4
"K82060","NEATH HILL HEALTH CENTRE","MK14 6JY","M1J4Y",18.5569697995314,6
"K82061","ASHCROFT SURGERY","LU7 0NE","14Y",8.67755739673391,10
"K82064","FISHERMEAD MEDICAL CENTRE","MK6 2LR","M1J4Y",25.2651553897607,4
"K82065","CENTRAL MILTON KEYNES MEDICAL CENTRE","MK13 8RN","M1J4Y",22.6929668850445,5
"K82066","BOURNE END & WOOBURN GREEN MEDICAL CTR","HP10 0EE","14Y",6.65638460989364,10
"K82067","HILLTOPS MEDICAL CENTRE","MK8 9HN","M1J4Y",12.4417551259159,9
"K82068","WADDESDON SURGERY","HP18 0LY","14Y",10.9470441568329,9
"K82070","3W HEALTH","LU7 0NE","14Y",8.55274921295826,10
"K82073","WESTONGROVE PARTNERSHIP","HP22 6LD","14Y",6.38532462373232,10
"K82074","KINGFISHER SURGERY","MK16 0JR","M1J4Y",10.6566836522463,9
"K82076","WATLING VALE MEDICAL CTR.","MK5 6EY","M1J4Y",11.1221529844644,9
"K82078","THE ALLAN PRACTICE","SL9 9SA","14Y",6.17440084479584,10
"K82079","EDLESBOROUGH SURGERY","LU6 2HT","14Y",10.0978519134775,10
"K82603","CRESSEX HEALTH CENTRE","HP12 3PP","14Y",15.4239571919592,7
"K82610","THE GROVE SURGERY","MK6 4NG","M1J4Y",40.0286684097932,1
"K82615","WALNUT TREE HEALTH CENTRE","MK7 7PB","M1J4Y",12.7146075277596,9
"K82617","THE STONEDEAN PRACTICE","MK11 1YA","M1J4Y",10.0069075674957,10
"K82618","PROSPECT HOUSE SURGERY","HP16 0BG","14Y",5.64490941728804,10
"K82621","LITTLE CHALFONT SURGERY","HP7 9NU","14Y",6.25343222554145,10
"K82631","MILTON KEYNES VILLAGE SURG","MK10 9BQ","M1J4Y",9.80850174021131,10
"K82633","WESTCROFT HEALTH CENTRE","MK4 4EN","M1J4Y",11.2554534599908,9
"K83002","LAKESIDE HEALTHCARE","NN17 2UR","78H",25.7576652138888,4
"K83003","QUEENSVIEW MEDICAL CENTRE","NN2 6LS","78H",24.8622577003179,4
"K83005","QUEENSWAY MEDICAL CENTRE","NN8 3QE","78H",29.0929253463499,3
"K83006","HEADLANDS SURGERY","NN15 7HP","78H",20.7006663771473,6
"K83007","HARBOROUGH FIELD SURGERY","NN10 0GP","78H",16.5255930278104,7
"K83008","THE PINES SURGERY","NN2 8LL","78H",16.1275368959512,7
"K83009","MOULTON SURGERY","NN3 7QP","78H",13.211661961367,8
"K83010","ELEANOR CROSS HEALTHCARE","NN4 8QF","78H",20.5607155655095,6
"K83011","THE REDWELL MEDICAL CENTRE","NN8 4UT","78H",20.8164389857369,6
"K83012","KING EDWARD ROAD SURGERY","NN1 5LY","78H",22.1799888152444,5
"K83013","ESKDAILL MEDICAL","NN16 8DN","78H",23.505739363221,5
"K83014","LEICESTER TCE HEALTHCARE CTR","NN2 6AL","78H",26.8154758370536,4
"K83015","DANETRE MEDICAL PRACTICE","NN11 4DY","78H",18.2580477665471,7
"K83017","WANSFORD","PE8 6PL","06H",13.2011149892692,8
"K83018","SPRINGFIELD SURGERY","NN13 6JJ","78H",6.81721273927945,10
"K83019","THE LONG BUCKBY PRACTICE","NN6 7QB","78H",10.6797596275253,9
"K83020","RILLWOOD MEDICAL CENTRE","NN3 8HZ","78H",33.0990439143399,2
"K83021","ROTHWELL MEDICAL CENTRE","NN14 6JQ","78H",15.8980070698756,7
"K83022","TOWCESTER MEDICAL CENTRE","NN12 6HH","78H",7.79431839669096,10
"K83023","OUNDLE","PE8 4JA","78H",9.49419099149094,10
"K83024","RUSHDEN MEDICAL CENTRE","NN10 9TR","78H",17.3407051770611,7
"K83025","THE MOUNTS MEDICAL CENTRE","NN1 3DS","78H",29.6938537149285,3
"K83026","ALBANY HOUSE MEDICAL CENTRE","NN8 4RW","78H",26.2160998803517,4
"K83027","LANGHAM PLACE SURGERY","NN2 6AA","78H",26.7307181342984,4
"K83028","SPINNEY BROOK MEDICAL CENTRE","NN9 5GA","78H",18.0877501953634,7
"K83029","ABINGTON PARK SURGERY","NN1 5LT","78H",21.4658049766718,5
"K83030","THE COTTONS MEDICAL CENTRE","NN9 6UA","78H",12.955202364532,8
"K83031","BYFIELD MEDICAL CENTRE","NN11 6XN","78H",12.1632518139646,9
"K83032","ABBEY HOUSE MEDICAL PRACTICE","NN11 4FE","78H",17.5047447161975,7
"K83035","KINGSTHORPE MEDICAL CTR.","NN2 7JN","78H",24.219000952381,5
"K83036","LINDEN AVENUE MEDICAL CENTRE","NN15 7NX","78H",20.8370810690706,6
"K83037","DR SPENCER & PARTNERS","NN15 5PU","78H",14.7939194349255,8
"K83039","DRYLAND MEDICAL CENTRE","NN16 8JZ","78H",21.1099310725117,6
"K83040","WOODVIEW MEDICAL CENTRE","NN3 8AW","78H",31.1110047609794,3
"K83041","ST LUKES PRIMARY CARE CENTRE","NN5 6FR","78H",18.1477273477245,7
"K83042","PARK AVE MED CNT & KINGS HEATH PRACTICE","NN3 2HZ","78H",28.1074868743437,4
"K83043","ABINGTON MEDICAL CENTRE","NN3 2JG","78H",23.3376271174478,5
"K83044","PARKLANDS MEDICAL CENTRE","NN10 9EB","78H",15.3740846247341,7
"K83047","ABBEY MEDICAL PRACTICE","NN8 1LT","78H",23.4790313440765,5
"K83048","BROOK MEDICAL CENTRE","NN3 5EN","78H",33.480542896258,2
"K83049","BRACKLEY MEDICAL CENTRE","NN13 6QZ","78H",7.76337510458904,10
"K83050","THE CRESCENT MEDICAL CTR.","NN1 4SB","78H",24.8195055755396,4
"K83051","WEAVERS MEDICAL","NN16 8DN","78H",22.445662138475,5
"K83052","THE PARKS MEDICAL PRACTICE","NN7 3BT","78H",7.45279953791791,10
"K83053","CRICK MEDICAL PRACTICE","NN6 7TT","78H",10.1607410365336,9
"K83055","WOOTTON MEDICAL CENTRE","NN4 6LW","78H",8.28054536706076,10
"K83056","COUNTY SURGERY","NN1 4QA","78H",22.7413361803084,5
"K83059","WOODSEND MEDICAL CENTRE","NN18 0QP","78H",27.9936329626579,4
"K83064","THE SAXON SPIRES PRACTICE","NN6 8QE","78H",8.24456978733806,10
"K83065","NENE VALLEY SURGERY","NN14 4QL","78H",9.6495166180758,10
"K83066","GREENS NORTON & WEEDON MEDICAL PRACTICE","NN7 4RX","78H",10.9781408829991,9
"K83068","DENTON VILLAGE SURGERY","NN7 1HT","78H",8.43710569105691,10
"K83069","MARSHALLS ROAD SURGERY","NN9 6ET","78H",13.0803283464567,8
"K83070","BUGBROOKE MEDICAL PRACTICE","NN7 3QN","78H",11.3689427627958,9
"K83076","WESTON FAVELL MEDICAL CENTRE","NN3 8DW","78H",30.3516016140866,3
"K83077","GREENVIEW SURGERY","NN2 7PB","78H",22.8524361573981,5
"K83079",NA,"Unknown","UNK",10.7403400597907,9
"K83080","HIGHAM FERRERS SURGERY","NN10 8ED","78H",12.2466765160625,9
"K83081","SUMMERLEE MEDICAL CENTRE","NN9 5LJ","78H",20.8228623789765,6
"K83601","EARLS BARTON MEDICAL CENTRE","NN6 0EU","78H",11.5652184487292,9
"K83607","DR SUMIRA","NN17 1LG","78H",21.5830630841121,5
"K83610","DANES CAMP MEDICAL CENTRE","NN4 0NY","78H",9.29059910936205,10
"K83614","DR KUMAR & PARTNER STUDFALL MEDICAL CTR","NN17 1QP","78H",25.0554172960725,4
"K83616","THE MEADOWS SURGERY","NN14 4GD","78H",9.67850497652582,10
"K83618","DR ABBAS","NN3 8DW","78H",31.2643470149254,3
"K83620","THE BROOK HEALTH CENTRE","NN12 6HD","78H",7.50940399593634,10
"K83621","MAPLE ACCESS PARTNERSHIP LLP","NN1 1LG","78H",30.6782029079861,3
"K83622","GREAT OAKLEY MEDICAL CENTRE","NN18 8LU","78H",20.5057146247404,6
"K83625","DR OLIVER DK","NN14 1SN","78H",11.0856696569921,9
"K84001","THE HART SURGERY","RG9 2DR","10Q",7.43214920037629,10
